sampleID_STPN2309	sampleID_hPTMs_liver	sampleID_progentomics_proteome_liver	trout_liver_batch	SampleID_mucus_microbiota_PGTB	SampleID_digesta_microbiota_PGTB	sampleID_proteomics_gut	gut_proteome_batch	sampleID_hPTMs_gut	gut_hptms_run_date	gut_hptm_batch	sampleID_acid_extractome_gut	sample_type	diet	day_cont	day_categ	rearing_tank	group	phase	diet_phase
S_129	X260220_TroutLiver_Histones_167	260220_TroutLiver_Proteome_167	F	MicrobE_267_M_P3	MicrobE_132_D_P2	240906_Diluted_TroutGutProteome_152	F	X240816_TroutGutHistones_152	240816	F	X240816_TroutGutHistones_152.mzML	mid_gut	HC	3	day_03	J5	HC_day_03	early	HC_early
S_131	X260220_TroutLiver_Histones_150	260220_TroutLiver_Proteome_150	F	MicrobE_184_M_P3	MicrobE_86_D_P1	240906_Diluted_TroutGutProteome_105	D	X240816_TroutGutHistones_105	240816	D	X240816_TroutGutHistones_105.mzML	mid_gut	HC	3	day_03	J5	HC_day_03	early	HC_early
S_133	X260220_TroutLiver_Histones_089	260220_TroutLiver_Proteome_089	D	MicrobE_261_M_P3	MicrobE_155_D_P2	240906_Diluted_TroutGutProteome_068	C	X240816_TroutGutHistones_068	240816	C	X240816_TroutGutHistones_068.mzML	mid_gut	HC	3	day_03	J5	HC_day_03	early	HC_early
S_135	X260220_TroutLiver_Histones_039	260220_TroutLiver_Proteome_039	B	MicrobE_232_M_P3	MicrobE_110_D_P2	240906_Diluted_TroutGutProteome_062	C	X240816_TroutGutHistones_062	240816	C	X240816_TroutGutHistones_062.mzML	mid_gut	HC	3	day_03	J5	HC_day_03	early	HC_early
S_137	X260220_TroutLiver_Histones_001	260220_TroutLiver_Proteome_001	A	MicrobE_354_M_P4	MicrobE_152_D_P2	240906_Diluted_TroutGutProteome_150	E	X240816_TroutGutHistones_150	240816	E	X240816_TroutGutHistones_150.mzML	mid_gut	NC	3	day_03	J6	NC_day_03	early	NC_early
S_139	X260220_TroutLiver_Histones_109	260220_TroutLiver_Proteome_109	D	MicrobE_200_M_P3	MicrobE_127_D_P2	240906_Diluted_TroutGutProteome_045	B	X240816_TroutGutHistones_045	240816	B	X240816_TroutGutHistones_045.mzML	mid_gut	NC	3	day_03	J6	NC_day_03	early	NC_early
S_141	X260220_TroutLiver_Histones_017	260220_TroutLiver_Proteome_017	A	MicrobE_257_M_P3	MicrobE_66_D_P1	240906_Diluted_TroutGutProteome_040	B	X240816_TroutGutHistones_040	240816	B	X240816_TroutGutHistones_040.mzML	mid_gut	NC	3	day_03	J6	NC_day_03	early	NC_early
S_143	X260220_TroutLiver_Histones_056	260220_TroutLiver_Proteome_056	B	MicrobE_311_M_P4	MicrobE_168_D_P2	240906_Diluted_TroutGutProteome_077	C	X240816_TroutGutHistones_077	240816	C	X240816_TroutGutHistones_077.mzML	mid_gut	NC	3	day_03	J6	NC_day_03	early	NC_early
S_145	X260220_TroutLiver_Histones_138	260220_TroutLiver_Proteome_138	E	MicrobE_190_M_P3	MicrobE_108_D_P2							mid_gut	HC	3	day_03	K1	HC_day_03	early	HC_early
S_147	X260220_TroutLiver_Histones_004	260220_TroutLiver_Proteome_004	A	MicrobE_235_M_P3	MicrobE_22_D_P1	240906_Diluted_TroutGutProteome_071	C	X240816_TroutGutHistones_071	240816	C	X240816_TroutGutHistones_071.mzML	mid_gut	HC	3	day_03	K1	HC_day_03	early	HC_early
S_149	X260220_TroutLiver_Histones_027	260220_TroutLiver_Proteome_027	A	MicrobE_332_M_P4	MicrobE_42_D_P1	240906_Diluted_TroutGutProteome_146	E	X240816_TroutGutHistones_146	240816	E	X240816_TroutGutHistones_146.mzML	mid_gut	HC	3	day_03	K1	HC_day_03	early	HC_early
S_151	X260220_TroutLiver_Histones_084	260220_TroutLiver_Proteome_084	C	MicrobE_251_M_P3	MicrobE_65_D_P1	240906_Diluted_TroutGutProteome_023	A	X240816_TroutGutHistones_023	240816	A	X240816_TroutGutHistones_023.mzML	mid_gut	HC	3	day_03	K1	HC_day_03	early	HC_early
S_153	X260220_TroutLiver_Histones_020	260220_TroutLiver_Proteome_020	A	MicrobE_258_M_P3	MicrobE_129_D_P2	240906_Diluted_TroutGutProteome_037	B	X240816_TroutGutHistones_037	240816	B	X240816_TroutGutHistones_037.mzML	mid_gut	NC	3	day_03	K2	NC_day_03	early	NC_early
S_155	X260220_TroutLiver_Histones_098	260220_TroutLiver_Proteome_098	D	MicrobE_242_M_P3	MicrobE_171_D_P2	240906_Diluted_TroutGutProteome_031	B	X240816_TroutGutHistones_031	240816	B	X240816_TroutGutHistones_031.mzML	mid_gut	NC	3	day_03	K2	NC_day_03	early	NC_early
S_157	X260220_TroutLiver_Histones_035	260220_TroutLiver_Proteome_035	B	MicrobE_303_M_P4	MicrobE_145_D_P2	240906_Diluted_TroutGutProteome_021	A	X240816_TroutGutHistones_021	240816	A	X240816_TroutGutHistones_021.mzML	mid_gut	NC	3	day_03	K2	NC_day_03	early	NC_early
S_159	X260220_TroutLiver_Histones_115	260220_TroutLiver_Proteome_115	D	MicrobE_236_M_P3	MicrobE_38_D_P1	240906_Diluted_TroutGutProteome_158	F	X240816_TroutGutHistones_158	240816	F	X240816_TroutGutHistones_158.mzML	mid_gut	NC	3	day_03	K2	NC_day_03	early	NC_early
S_161	X260220_TroutLiver_Histones_143	260220_TroutLiver_Proteome_143	E	MicrobE_304_M_P4	MicrobE_115_D_P2	240906_Diluted_TroutGutProteome_130	E	X240816_TroutGutHistones_130	240816	E	X240816_TroutGutHistones_130.mzML	mid_gut	HC	3	day_03	K3	HC_day_03	early	HC_early
S_163	X260220_TroutLiver_Histones_003	260220_TroutLiver_Proteome_003	A	MicrobE_287_M_P4	MicrobE_114_D_P2	240906_Diluted_TroutGutProteome_141	E	X240816_TroutGutHistones_141	240816	E	X240816_TroutGutHistones_141.mzML	mid_gut	HC	3	day_03	K3	HC_day_03	early	HC_early
S_165	X260220_TroutLiver_Histones_168	260220_TroutLiver_Proteome_168	F	MicrobE_269_M_P3	MicrobE_160_D_P2	240906_Diluted_TroutGutProteome_155	F	X240816_TroutGutHistones_155	240816	F	X240816_TroutGutHistones_155.mzML	mid_gut	HC	3	day_03	K3	HC_day_03	early	HC_early
S_167	X260220_TroutLiver_Histones_108	260220_TroutLiver_Proteome_108	D	MicrobE_310_M_P4	MicrobE_32_D_P1	240906_Diluted_TroutGutProteome_125	E	X240816_TroutGutHistones_125	240816	E	X240816_TroutGutHistones_125.mzML	mid_gut	HC	3	day_03	K3	HC_day_03	early	HC_early
S_169	X260220_TroutLiver_Histones_052	260220_TroutLiver_Proteome_052	B	MicrobE_333_M_P4	MicrobE_10_D_P1	240906_Diluted_TroutGutProteome_038	B	X240712_TroutGutHistones_038B	240712	B	X240712_TroutGutHistones_038B.mzML	mid_gut	NC	4	day_04	J4	NC_day_04	early	NC_early
S_171	X260220_TroutLiver_Histones_028	260220_TroutLiver_Proteome_028	A	MicrobE_259_M_P3	MicrobE_36_D_P1	240906_Diluted_TroutGutProteome_086	C	X240816_TroutGutHistones_086	240816	C	X240816_TroutGutHistones_086.mzML	mid_gut	NC	4	day_04	J4	NC_day_04	early	NC_early
S_173	X260220_TroutLiver_Histones_082	260220_TroutLiver_Proteome_082	C	MicrobE_313_M_P4	MicrobE_133_D_P2	240906_Diluted_TroutGutProteome_104	D	X240816_TroutGutHistones_104	240816	D	X240816_TroutGutHistones_104.mzML	mid_gut	NC	4	day_04	J4	NC_day_04	early	NC_early
S_175	X260220_TroutLiver_Histones_165	260220_TroutLiver_Proteome_165	F	MicrobE_240_M_P3	MicrobE_106_D_P2	240906_Diluted_TroutGutProteome_162	F	X240816_TroutGutHistones_162	240816	F	X240816_TroutGutHistones_162.mzML	mid_gut	NC	4	day_04	J4	NC_day_04	early	NC_early
S_177	X260220_TroutLiver_Histones_135	260220_TroutLiver_Proteome_135	E	MicrobE_315_M_P4	MicrobE_70_D_P1	240906_Diluted_TroutGutProteome_039	B	X240816_TroutGutHistones_039	240816	B	X240816_TroutGutHistones_039.mzML	mid_gut	HC	4	day_04	J5	HC_day_04	early	HC_early
S_179	X260220_TroutLiver_Histones_094	260220_TroutLiver_Proteome_094	D	MicrobE_183_M_P3	MicrobE_26_D_P1	240906_Diluted_TroutGutProteome_072	C	X240816_TroutGutHistones_072	240816	C	X240816_TroutGutHistones_072.mzML	mid_gut	HC	4	day_04	J5	HC_day_04	early	HC_early
S_181	X260220_TroutLiver_Histones_100	260220_TroutLiver_Proteome_100	D	MicrobE_227_M_P3	MicrobE_131_D_P2	240906_Diluted_TroutGutProteome_081	C	X240816_TroutGutHistones_081	240816	C	X240816_TroutGutHistones_081.mzML	mid_gut	HC	4	day_04	J5	HC_day_04	early	HC_early
S_183	X260220_TroutLiver_Histones_021	260220_TroutLiver_Proteome_021	A	MicrobE_346_M_P4	MicrobE_7_D_P1	240906_Diluted_TroutGutProteome_061	C	X240712_TroutGutHistones_061	240712	C	X240712_TroutGutHistones_061.mzML	mid_gut	HC	4	day_04	J5	HC_day_04	early	HC_early
S_185	X260220_TroutLiver_Histones_166	260220_TroutLiver_Proteome_166	F	MicrobE_194_M_P3	MicrobE_45_D_P1	240906_Diluted_TroutGutProteome_082	C	X240816_TroutGutHistones_082	240816	C	X240816_TroutGutHistones_082.mzML	mid_gut	NC	4	day_04	J6	NC_day_04	early	NC_early
S_187	X260220_TroutLiver_Histones_077	260220_TroutLiver_Proteome_077	C	MicrobE_323_M_P4	MicrobE_93_D_P1	240906_Diluted_TroutGutProteome_129	E	X240816_TroutGutHistones_129	240816	E	X240816_TroutGutHistones_129.mzML	mid_gut	NC	4	day_04	J6	NC_day_04	early	NC_early
S_189	X260220_TroutLiver_Histones_111	260220_TroutLiver_Proteome_111	D	MicrobE_221_M_P3	MicrobE_46_D_P1	240906_Diluted_TroutGutProteome_121	E	X240816_TroutGutHistones_121	240816	E	X240816_TroutGutHistones_121.mzML	mid_gut	NC	4	day_04	J6	NC_day_04	early	NC_early
S_191	X260220_TroutLiver_Histones_155	260220_TroutLiver_Proteome_155	F	MicrobE_317_M_P4	MicrobE_124_D_P2	240906_Diluted_TroutGutProteome_042	B	X240816_TroutGutHistones_042	240816	B	X240816_TroutGutHistones_042.mzML	mid_gut	NC	4	day_04	J6	NC_day_04	early	NC_early
S_193	X260220_TroutLiver_Histones_061	260220_TroutLiver_Proteome_061	C	MicrobE_300_M_P4	MicrobE_29_D_P1	240906_Diluted_TroutGutProteome_046	B	X240816_TroutGutHistones_046	240816	B	X240816_TroutGutHistones_046.mzML	mid_gut	HC	4	day_04	K1	HC_day_04	early	HC_early
S_195	X260220_TroutLiver_Histones_097	260220_TroutLiver_Proteome_097	D	MicrobE_321_M_P4	MicrobE_82_D_P1	240906_Diluted_TroutGutProteome_008	A	X240712_TroutGutHistones_008	240712	A	X240712_TroutGutHistones_008.mzML	mid_gut	HC	4	day_04	K1	HC_day_04	early	HC_early
S_197	X260220_TroutLiver_Histones_080	260220_TroutLiver_Proteome_080	C	MicrobE_181_M_P3	MicrobE_11_D_P1	240906_Diluted_TroutGutProteome_094	D	X240816_TroutGutHistones_094	240816	D	X240816_TroutGutHistones_094.mzML	mid_gut	HC	4	day_04	K1	HC_day_04	early	HC_early
S_199	X260220_TroutLiver_Histones_009	260220_TroutLiver_Proteome_009	A	MicrobE_329_M_P4	MicrobE_91_D_P1	240906_Diluted_TroutGutProteome_064	C	X240816_TroutGutHistones_064	240816	C	X240816_TroutGutHistones_064.mzML	mid_gut	HC	4	day_04	K1	HC_day_04	early	HC_early
S_201	X260220_TroutLiver_Histones_093	260220_TroutLiver_Proteome_093	D	MicrobE_282_M_P4	MicrobE_13_D_P1	240906_Diluted_TroutGutProteome_036	B	X240816_TroutGutHistones_036	240816	B	X240816_TroutGutHistones_036.mzML	mid_gut	NC	4	day_04	K2	NC_day_04	early	NC_early
S_203	X260220_TroutLiver_Histones_073	260220_TroutLiver_Proteome_073	C	MicrobE_275_M_P4	MicrobE_60_D_P1	240906_Diluted_TroutGutProteome_138	E	X240816_TroutGutHistones_138	240816	E	X240816_TroutGutHistones_138.mzML	mid_gut	NC	4	day_04	K2	NC_day_04	early	NC_early
S_205	X260220_TroutLiver_Histones_161	260220_TroutLiver_Proteome_161	F	MicrobE_237_M_P3	MicrobE_48_D_P1	240906_Diluted_TroutGutProteome_131	E	X240816_TroutGutHistones_131	240816	E	X240816_TroutGutHistones_131.mzML	mid_gut	NC	4	day_04	K2	NC_day_04	early	NC_early
S_207	X260220_TroutLiver_Histones_119	260220_TroutLiver_Proteome_119	E	MicrobE_247_M_P3	MicrobE_55_D_P1	240906_Diluted_TroutGutProteome_084	C	X240816_TroutGutHistones_084	240816	C	X240816_TroutGutHistones_084.mzML	mid_gut	NC	4	day_04	K2	NC_day_04	early	NC_early
S_209	X260220_TroutLiver_Histones_053	260220_TroutLiver_Proteome_053	B	MicrobE_201_M_P3	MicrobE_177_D_P2	240906_Diluted_TroutGutProteome_054	B	X240816_TroutGutHistones_054	240816	B	X240816_TroutGutHistones_054.mzML	mid_gut	HC	4	day_04	K3	HC_day_04	early	HC_early
S_211	X260220_TroutLiver_Histones_058	260220_TroutLiver_Proteome_058	B		MicrobE_53_D_P1	240906_Diluted_TroutGutProteome_148	E	X240816_TroutGutHistones_148	240816	E	X240816_TroutGutHistones_148.mzML	mid_gut	HC	4	day_04	K3	HC_day_04	early	HC_early
S_213	X260220_TroutLiver_Histones_026	260220_TroutLiver_Proteome_026	A	MicrobE_286_M_P4	MicrobE_75_D_P1	240906_Diluted_TroutGutProteome_179	F	X240816_TroutGutHistones_179	240816	F	X240816_TroutGutHistones_179.mzML	mid_gut	HC	4	day_04	K3	HC_day_04	early	HC_early
S_215	X260220_TroutLiver_Histones_103	260220_TroutLiver_Proteome_103	D	MicrobE_339_M_P4	MicrobE_150_D_P2	240906_Diluted_TroutGutProteome_058	B	X240816_TroutGutHistones_058	240816	B	X240816_TroutGutHistones_058.mzML	mid_gut	HC	4	day_04	K3	HC_day_04	early	HC_early
S_217	X260220_TroutLiver_Histones_149	260220_TroutLiver_Proteome_149	F	MicrobE_283_M_P4	MicrobE_79_D_P1	240906_Diluted_TroutGutProteome_177	F	X240816_TroutGutHistones_177	240816	F	X240816_TroutGutHistones_177.mzML	mid_gut	NC	10	day_10	J4	NC_day_10	late	NC_late
S_219	X260220_TroutLiver_Histones_051	260220_TroutLiver_Proteome_051	B	MicrobE_263_M_P3	MicrobE_28_D_P1	240906_Diluted_TroutGutProteome_022	A	X240816_TroutGutHistones_022	240816	A	X240816_TroutGutHistones_022.mzML	mid_gut	NC	10	day_10	J4	NC_day_10	late	NC_late
S_221	X260220_TroutLiver_Histones_096	260220_TroutLiver_Proteome_096	D	MicrobE_211_M_P3	MicrobE_85_D_P1	240906_Diluted_TroutGutProteome_128	E	X240816_TroutGutHistones_128	240816	E	X240816_TroutGutHistones_128.mzML	mid_gut	NC	10	day_10	J4	NC_day_10	late	NC_late
S_223	X260220_TroutLiver_Histones_006	260220_TroutLiver_Proteome_006	A	MicrobE_217_M_P3	MicrobE_51_D_P1	240906_Diluted_TroutGutProteome_025	A	X240816_TroutGutHistones_025	240816	A	X240816_TroutGutHistones_025.mzML	mid_gut	NC	10	day_10	J4	NC_day_10	late	NC_late
S_225	X260220_TroutLiver_Histones_172	260220_TroutLiver_Proteome_172	F	MicrobE_297_M_P4	MicrobE_162_D_P2	240906_Diluted_TroutGutProteome_005	A	X240816_TroutGutHistones_005	240816	A	X240816_TroutGutHistones_005.mzML	mid_gut	HC	10	day_10	J5	HC_day_10	late	HC_late
S_227	X260220_TroutLiver_Histones_065	260220_TroutLiver_Proteome_065	C	MicrobE_334_M_P4	MicrobE_52_D_P1	240906_Diluted_TroutGutProteome_160	F	X240816_TroutGutHistones_160	240816	F	X240816_TroutGutHistones_160.mzML	mid_gut	HC	10	day_10	J5	HC_day_10	late	HC_late
S_229	X260220_TroutLiver_Histones_110	260220_TroutLiver_Proteome_110	D	MicrobE_337_M_P4	MicrobE_88_D_P1	240906_Diluted_TroutGutProteome_099	D	X240816_TroutGutHistones_099	240816	D	X240816_TroutGutHistones_099.mzML	mid_gut	HC	10	day_10	J5	HC_day_10	late	HC_late
S_231	X260220_TroutLiver_Histones_177	260220_TroutLiver_Proteome_177	G	MicrobE_320_M_P4	MicrobE_151_D_P2	240906_Diluted_TroutGutProteome_164	F	X240816_TroutGutHistones_164	240816	F	X240816_TroutGutHistones_164.mzML	mid_gut	HC	10	day_10	J5	HC_day_10	late	HC_late
S_233	X260220_TroutLiver_Histones_078	260220_TroutLiver_Proteome_078	C	MicrobE_265_M_P3	MicrobE_97_D_P2	240906_Diluted_TroutGutProteome_043	B					mid_gut	NC	10	day_10	J6	NC_day_10	late	NC_late
S_235	X260220_TroutLiver_Histones_037	260220_TroutLiver_Proteome_037	B	MicrobE_222_M_P3	MicrobE_57_D_P1	240906_Diluted_TroutGutProteome_079	C	X240816_TroutGutHistones_079	240816	C	X240816_TroutGutHistones_079.mzML	mid_gut	NC	10	day_10	J6	NC_day_10	late	NC_late
S_237	X260220_TroutLiver_Histones_151	260220_TroutLiver_Proteome_151	F	MicrobE_254_M_P3	MicrobE_31_D_P1	240906_Diluted_TroutGutProteome_113	D	X240816_TroutGutHistones_113	240816	D	X240816_TroutGutHistones_113.mzML	mid_gut	NC	10	day_10	J6	NC_day_10	late	NC_late
S_239	X260220_TroutLiver_Histones_173	260220_TroutLiver_Proteome_173	F	MicrobE_218_M_P3	MicrobE_6_D_P1	240906_Diluted_TroutGutProteome_178	F	X240816_TroutGutHistones_178	240816	F	X240816_TroutGutHistones_178.mzML	mid_gut	NC	10	day_10	J6	NC_day_10	late	NC_late
S_241	X260220_TroutLiver_Histones_062	260220_TroutLiver_Proteome_062	C	MicrobE_279_M_P4	MicrobE_157_D_P2	240906_Diluted_TroutGutProteome_168	F	X240816_TroutGutHistones_168	240816	F	X240816_TroutGutHistones_168.mzML	mid_gut	HC	10	day_10	K1	HC_day_10	late	HC_late
S_243	X260220_TroutLiver_Histones_068	260220_TroutLiver_Proteome_068	C	MicrobE_198_M_P3	MicrobE_61_D_P1	240906_Diluted_TroutGutProteome_026	A	X240816_TroutGutHistones_026	240816	A	X240816_TroutGutHistones_026.mzML	mid_gut	HC	10	day_10	K1	HC_day_10	late	HC_late
S_245	X260220_TroutLiver_Histones_023	260220_TroutLiver_Proteome_023	A	MicrobE_326_M_P4	MicrobE_139_D_P2	240906_Diluted_TroutGutProteome_027	A	X240816_TroutGutHistones_027	240816	A	X240816_TroutGutHistones_027.mzML	mid_gut	HC	10	day_10	K1	HC_day_10	late	HC_late
S_247	X260220_TroutLiver_Histones_121	260220_TroutLiver_Proteome_121	E	MicrobE_207_M_P3	MicrobE_9_D_P1	240906_Diluted_TroutGutProteome_059	B	X240816_TroutGutHistones_059	240816	B	X240816_TroutGutHistones_059.mzML	mid_gut	HC	10	day_10	K1	HC_day_10	late	HC_late
S_249	X260220_TroutLiver_Histones_016	260220_TroutLiver_Proteome_016	A	MicrobE_234_M_P3	MicrobE_67_D_P1	240906_Diluted_TroutGutProteome_149	E	X240816_TroutGutHistones_149	240816	E	X240816_TroutGutHistones_149.mzML	mid_gut	NC	10	day_10	K2	NC_day_10	late	NC_late
S_251	X260220_TroutLiver_Histones_114	260220_TroutLiver_Proteome_114	D	MicrobE_188_M_P3	MicrobE_165_D_P2	240906_Diluted_TroutGutProteome_067	C	X240816_TroutGutHistones_067	240816	C	X240816_TroutGutHistones_067.mzML	mid_gut	NC	10	day_10	K2	NC_day_10	late	NC_late
S_253	X260220_TroutLiver_Histones_057	260220_TroutLiver_Proteome_057	B	MicrobE_324_M_P4	MicrobE_156_D_P2	240906_Diluted_TroutGutProteome_078	C	X240816_TroutGutHistones_078	240816	C	X240816_TroutGutHistones_078.mzML	mid_gut	NC	10	day_10	K2	NC_day_10	late	NC_late
S_255	X260220_TroutLiver_Histones_129	260220_TroutLiver_Proteome_129	E	MicrobE_193_M_P3	MicrobE_169_D_P2	240906_Diluted_TroutGutProteome_028	A	X240816_TroutGutHistones_028	240816	A	X240816_TroutGutHistones_028.mzML	mid_gut	NC	10	day_10	K2	NC_day_10	late	NC_late
S_257	X260220_TroutLiver_Histones_106	260220_TroutLiver_Proteome_106	D	MicrobE_219_M_P3	MicrobE_125_D_P2	240906_Diluted_TroutGutProteome_120	D	X240816_TroutGutHistones_120	240816	D	X240816_TroutGutHistones_120.mzML	mid_gut	HC	10	day_10	K3	HC_day_10	late	HC_late
S_259	X260220_TroutLiver_Histones_141	260220_TroutLiver_Proteome_141	E	MicrobE_210_M_P3	MicrobE_73_D_P1	240906_Diluted_TroutGutProteome_066	C	X240816_TroutGutHistones_066	240816	C	X240816_TroutGutHistones_066.mzML	mid_gut	HC	10	day_10	K3	HC_day_10	late	HC_late
S_261	X260220_TroutLiver_Histones_019	260220_TroutLiver_Proteome_019	A	MicrobE_318_M_P4	MicrobE_8_D_P1	240906_Diluted_TroutGutProteome_018	A	X240816_TroutGutHistones_018	240816	A	X240816_TroutGutHistones_018.mzML	mid_gut	HC	10	day_10	K3	HC_day_10	late	HC_late
S_263	X260220_TroutLiver_Histones_088	260220_TroutLiver_Proteome_088	C	MicrobE_229_M_P3	MicrobE_17_D_P1	240906_Diluted_TroutGutProteome_011	A	X240816_TroutGutHistones_011	240816	A	X240816_TroutGutHistones_011.mzML	mid_gut	HC	10	day_10	K3	HC_day_10	late	HC_late
S_265	X260220_TroutLiver_Histones_091	260220_TroutLiver_Proteome_091	D	MicrobE_314_M_P4	MicrobE_167_D_P2	240906_Diluted_TroutGutProteome_095	D	X240816_TroutGutHistones_095	240816	D	X240816_TroutGutHistones_095.mzML	mid_gut	NC	15	day_15	J4	NC_day_15	late	NC_late
S_267	X260220_TroutLiver_Histones_064	260220_TroutLiver_Proteome_064	C	MicrobE_203_M_P3	MicrobE_116_D_P2	240906_Diluted_TroutGutProteome_070	C	X240816_TroutGutHistones_070	240816	C	X240816_TroutGutHistones_070.mzML	mid_gut	NC	15	day_15	J4	NC_day_15	late	NC_late
S_269	X260220_TroutLiver_Histones_034	260220_TroutLiver_Proteome_034	B	MicrobE_299_M_P4	MicrobE_81_D_P1	240906_Diluted_TroutGutProteome_124	E	X240816_TroutGutHistones_124	240816	E	X240816_TroutGutHistones_124.mzML	mid_gut	NC	15	day_15	J4	NC_day_15	late	NC_late
S_271	X260220_TroutLiver_Histones_022	260220_TroutLiver_Proteome_022	A	MicrobE_285_M_P4	MicrobE_103_D_P2	240906_Diluted_TroutGutProteome_098	D	X240816_TroutGutHistones_098	240816	D	X240816_TroutGutHistones_098.mzML	mid_gut	NC	15	day_15	J4	NC_day_15	late	NC_late
S_273	X260220_TroutLiver_Histones_180	260220_TroutLiver_Proteome_180	G	MicrobE_187_M_P3	MicrobE_130_D_P2	240906_Diluted_TroutGutProteome_080	C	X240816_TroutGutHistones_080	240816	C	X240816_TroutGutHistones_080.mzML	mid_gut	HC	15	day_15	J5	HC_day_15	late	HC_late
S_275	X260220_TroutLiver_Histones_147	260220_TroutLiver_Proteome_147	F		MicrobE_121_D_P2	240906_Diluted_TroutGutProteome_109	D	X240816_TroutGutHistones_109	240816	D	X240816_TroutGutHistones_109.mzML	mid_gut	HC	15	day_15	J5	HC_day_15	late	HC_late
S_277	X260220_TroutLiver_Histones_030	260220_TroutLiver_Proteome_030	A	MicrobE_195_M_P3	MicrobE_101_D_P2	240906_Diluted_TroutGutProteome_029	A	X240816_TroutGutHistones_029	240816	A	X240816_TroutGutHistones_029.mzML	mid_gut	HC	15	day_15	J5	HC_day_15	late	HC_late
S_279	X260220_TroutLiver_Histones_031	260220_TroutLiver_Proteome_031	B	MicrobE_348_M_P4	MicrobE_147_D_P2	240906_Diluted_TroutGutProteome_170	F	X240816_TroutGutHistones_170	240816	F	X240816_TroutGutHistones_170.mzML	mid_gut	HC	15	day_15	J5	HC_day_15	late	HC_late
S_281	X260220_TroutLiver_Histones_063	260220_TroutLiver_Proteome_063	C	MicrobE_248_M_P3	MicrobE_69_D_P1	240906_Diluted_TroutGutProteome_145	E	X240816_TroutGutHistones_145	240816	E	X240816_TroutGutHistones_145.mzML	mid_gut	NC	15	day_15	J6	NC_day_15	late	NC_late
S_283	X260220_TroutLiver_Histones_015	260220_TroutLiver_Proteome_015	A	MicrobE_230_M_P3	MicrobE_2_D_P1	240906_Diluted_TroutGutProteome_097	D	X240816_TroutGutHistones_097	240816	D	X240816_TroutGutHistones_097.mzML	mid_gut	NC	15	day_15	J6	NC_day_15	late	NC_late
S_285	X260220_TroutLiver_Histones_043	260220_TroutLiver_Proteome_043	B	MicrobE_266_M_P3	MicrobE_104_D_P2	240906_Diluted_TroutGutProteome_014	A	X240816_TroutGutHistones_014	240816	A	X240816_TroutGutHistones_014.mzML	mid_gut	NC	15	day_15	J6	NC_day_15	late	NC_late
S_287	X260220_TroutLiver_Histones_007	260220_TroutLiver_Proteome_007	A	MicrobE_280_M_P4	MicrobE_112_D_P2	240906_Diluted_TroutGutProteome_019	A	X240816_TroutGutHistones_019	240816	A	X240816_TroutGutHistones_019.mzML	mid_gut	NC	15	day_15	J6	NC_day_15	late	NC_late
S_289	X260220_TroutLiver_Histones_133	260220_TroutLiver_Proteome_133	E	MicrobE_356_M_P4	MicrobE_21_D_P1	240906_Diluted_TroutGutProteome_159	F	X240816_TroutGutHistones_159	240816	F	X240816_TroutGutHistones_159.mzML	mid_gut	HC	15	day_15	K1	HC_day_15	late	HC_late
S_291	X260220_TroutLiver_Histones_033	260220_TroutLiver_Proteome_033	B	MicrobE_239_M_P3	MicrobE_54_D_P1	240906_Diluted_TroutGutProteome_049	B	X240712_TroutGutHistones_049	240712	B	X240712_TroutGutHistones_049.mzML	mid_gut	HC	15	day_15	K1	HC_day_15	late	HC_late
S_293	X260220_TroutLiver_Histones_060	260220_TroutLiver_Proteome_060	C	MicrobE_351_M_P4	MicrobE_175_D_P2	240906_Diluted_TroutGutProteome_096	D	X240816_TroutGutHistones_096	240816	D	X240816_TroutGutHistones_096.mzML	mid_gut	HC	15	day_15	K1	HC_day_15	late	HC_late
S_295	X260220_TroutLiver_Histones_162	260220_TroutLiver_Proteome_162	F		MicrobE_164_D_P2	240906_Diluted_TroutGutProteome_143	E	X240816_TroutGutHistones_143	240816	E	X240816_TroutGutHistones_143.mzML	mid_gut	HC	15	day_15	K1	HC_day_15	late	HC_late
S_297	X260220_TroutLiver_Histones_025	260220_TroutLiver_Proteome_025	A	MicrobE_335_M_P4	MicrobE_105_D_P2	240906_Diluted_TroutGutProteome_063	C	X240816_TroutGutHistones_063	240816	C	X240816_TroutGutHistones_063.mzML	mid_gut	NC	15	day_15	K2	NC_day_15	late	NC_late
S_299	X260220_TroutLiver_Histones_170	260220_TroutLiver_Proteome_170	F	MicrobE_290_M_P4	MicrobE_102_D_P2	240906_Diluted_TroutGutProteome_126	E	X240816_TroutGutHistones_126	240816	E	X240816_TroutGutHistones_126.mzML	mid_gut	NC	15	day_15	K2	NC_day_15	late	NC_late
S_301	X260220_TroutLiver_Histones_176	260220_TroutLiver_Proteome_176	G	MicrobE_316_M_P4	MicrobE_146_D_P2	240906_Diluted_TroutGutProteome_174	F	X240816_TroutGutHistones_174	240816	F	X240816_TroutGutHistones_174.mzML	mid_gut	NC	15	day_15	K2	NC_day_15	late	NC_late
S_303	X260220_TroutLiver_Histones_126	260220_TroutLiver_Proteome_126	E	MicrobE_308_M_P4	MicrobE_14_D_P1	240906_Diluted_TroutGutProteome_144	E	X240816_TroutGutHistones_144	240816	E	X240816_TroutGutHistones_144.mzML	mid_gut	NC	15	day_15	K2	NC_day_15	late	NC_late
